"id";"chinese";"english";"classification1";"classification2";"classification3";"source";"remark";"contributor";"image";"xremark";"sentenceCN";"sentenceCNResource";"sentenceEN";"sentenceENResource";"abbreviationCN";"abbreviationEN";"synonymCN";"synonymEN";"definationCN";"definationCNResource";"definationEN";"definationENResource";"status";"totalClick"
785;"扰流装置";"helical strake";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
786;"安全销";"safety pin";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
787;"管接头";"pipe joint";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
788;"螺纹锁固胶";"threadlocker";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
789;"角铁";"angle iron";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
790;"垫圈";"washer";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
791;"不锈钢六角螺母";"stainless steel hex nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
792;"不锈钢六角螺栓";"stainless steel hex bolt";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
793;"高强度紧固件";"high-strength fastener";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
794;"高强度螺栓";"high-strength bolt";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
795;"紧定螺钉";"set screw";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
796;"紧固件";"fastener";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
797;"六角螺母";"hexagon nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
798;"螺钉";"screw";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
799;"螺母";"nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
800;"螺栓";"bolt";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
801;"螺纹紧固件";"threaded fastener";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
802;"螺柱";"stud";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
803;"内六角沉头螺钉";"hexagon socket countersunk head screw";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
804;"内六角圆柱头螺钉";"hexagon socket head cap screw";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
805;"尼龙搭扣";"hook-and-loop fastener";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
806;"尼龙软管";"nylon hose";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
807;"尼龙扎带";"nylon cable tie";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
808;"尼龙轴承";"nylon bearing";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
809;"圆螺母";"round nut ";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
810;"自锁螺母";"self-locking nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
811;"导正棒";"guide bar";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
812;"垫块";"cushion";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
813;"法兰螺母";"flange nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
814;"连杆";"connecting rod";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
815;"连接杆";"connecting rod";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
816;"六角头螺母";"hex nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
817;"六角头螺栓";"hex bolt";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
818;"平垫圈";"plain washer";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
819;"双头螺母";"stud nut";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
820;"双头螺栓";"stud bolt";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
821;"软母带";"flexible busbar";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
822;"工业电缆";"industrial cable";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
823;"锻造件";"forging parts ";"风电";"风机";"辅材";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
824;"风能资源";"wind resources";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
825;"安全风速";"survival wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
826;"额定风速";"rated wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
827;"风场";"wind site";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
828;"测风塔";"met mast";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
829;"风功率密度";"wind power density";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
830;"风廓线-风切变律";"wind profile-wind shear law";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
831;"风廓线";"wind profile";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
832;"风切变";"wind shear";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
833;"风切变指数";"wind shear exponent";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
834;"风速";"wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
835;"风速分布";"wind speed distribution";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
836;"风速廓线";"wind speed profile";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
837;"风向";"wind direction";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
838;"风向玫瑰图";"wind rose";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
839;"风向频率";"wind direction frequency";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
840;"风资源评估";"wind resource assessment";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
841;"极限风速";"extreme wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
842;"空气密度";"air density";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
843;"轮毂高度风速";"hub height wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
844;"年平均风速";"annual average wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
845;"平均风速";"mean wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
846;"气温";"air temperature";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
847;"切出风速";"cut-out wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
848;"切入风速";"cut-in wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
849;"上风向";"upwind";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
850;"矢量风速";"wind velocity";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
851;"瞬时风速";"instantaneous wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
852;"湍流标准偏差";"turbulence standard deviation";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
853;"湍流强度";"turbulence intensity";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
854;"威布尔分布";"Weibull distribution";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
855;"下风向";"downwind";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
856;"有效风速小时数";"availability hours";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
857;"阵风";"gust";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
858;"最大风速";"maximum wind speed";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
859;"最大极限状态";"ultimate limit state";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
860;"风能密度";"wind energy density";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
861;"瑞利分布";"Rayleigh distribution";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
862;"日变化";"diurnal variation";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
863;"年变化";"annual variation";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
864;"年际变化";"interannual variation";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
865;"有效观测数据";"effective oberservation data";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
866;"技术可开发量";"technical potential";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
867;"对数率风速廓线";"logarithmic law for wind speed profile";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
868;"指数率风速廓线";"power law for wind speed profile";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
869;"粗糙度";"roughness length";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
870;"平均风功率密度";"mean wind power density";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
871;"风特征参数";"wind characteristic parameters";"风电";"风资源";"风资源";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
872;"风电场";"wind farm";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
873;"风电场";"wind power station";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
874;"海上风电场";"offshore wind farm";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
875;"陆上风电场";"onshore wind farm";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
876;"潮间带和潮下带滩涂风电场";"intertidal and subtidal wind farm";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
877;"并网点";"point of connection";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
878;"送出线路";"transmission line";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
879;"选址";"site selection";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
880;"选址";"siting";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
881;"可行性研究";"feasability study";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
882;"分散式风电场";"distributed wind farm";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
883;"电网";"grid";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
884;"变电站";"substation";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
885;"经度";"longtitude";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
886;"纬度";"latitude";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
887;"海拔";"altitude";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
888;"宏观选址";"macro-siting";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
889;"微观选址";"micro-siting";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
890;"海上升压站";"offshore substation";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
891;"电网适应性";"grid adaptability";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
892;"分布式风电场";"distributed wind farm";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
893;"标识系统";"identification system";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
894;"装机容量";"installed capacity";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
895;"箱变";"step-up transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
896;"升压变压器";"step-up transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
897;"升压站";"step-up substation";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
898;"集电线路";"collecting power line";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
899;"集电线路";"collection line";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
900;"组合式变压器";"combined transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
901;"海缆路由";"submarine cable route";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
902;"海缆登陆结构";"submarine cable landing structure";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
903;"风能资源测量";"wind resource measurement";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
904;"风力发电场建设用地";"wind farm construction land";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
905;"陆上集控中心";"onshore control center";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
906;"无功补偿";"reactive compensation";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
907;"油浸变压器";"oil immersed transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
908;"油浸变压器";"oil filled transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
909;"干式变压器";"dry-type transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
910;"主变";"main transformer";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
911;"开闭所";"switching station";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
912;"中压电缆";"MV cable";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
913;"电容器组";"capacitor bank";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
914;"架空线路";"overhead line";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
915;"无功功率";"reactive power";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
916;"有功功率";"active power";"风电";"风电场";"风电场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
917;"竞价上网";"price-competitive auctions";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
918;"风电补贴";"wind subsidies";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
919;"平价上网";"grid parity";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
920;"零补贴";"zero-subsidy";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
921;"绿证";"Green Certificate";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
922;"可再生能源证书";"Renewable Energy Certificate";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
923;"上网电价补贴";"feed-in tariff";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
924;"标杆上网电价";"benchmark on-grid power tariff";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
925;"非水电可再生能源";"non-hydro renewable energy";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
926;"可再生能源电力配额";"renewable energy quotas";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
927;"弃风限电";"wind curtailment";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
928;"弃风率";"wind curtailment rate";"风电";"政策与市场";"政策";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
929;"全球风电装机总量";"global installed capacity of wind power";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
930;"风机制造商";"wind turbine manufacturer";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
931;"开发商";"developer";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
932;"业主";"owner";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
933;"可再生能源";"renewables";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
934;"可再生能源";"renewable energy";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
935;"火电";"coal-fired electricity";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
936;"单位装机容量";"unit installed capacity";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
937;"平准化度电成本";"levelized cost of energy";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
938;"平准化度电成本";"LCOE";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
939;"度电成本";"cost of energy";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
940;"度电成本";"COE";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
941;"年均发电量";"average AEP";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
942;"购电协议";"Power Purchase Agreement";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
943;"购电协议";"PPA";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
944;"风电机组可利用率";"availability for wind turbine";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
945;"年等效满负荷运行小时数";"annual equivalent full load hours";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
946;"容量系数";"capacity factor";"风电";"政策与市场";"市场";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0
